state,district,year,rape,kidnapping
"UTTAR PRADESH",AURAIYA,2005,9,22
"UTTAR PRADESH",HAMIRPUR,2005,9,10
"UTTAR PRADESH",KAUSHAMBI,2005,9,7
"UTTAR PRADESH",MAHARAJGANJ,2005,9,14
UTTARAKHAND,"TEHRI GARHWAL",2005,9,8
"WEST BENGAL",ASANSOL,2005,9,14
"ANDHRA PRADESH","RANGA REDDY",2006,9,10
"HIMACHAL PRADESH",SOLAN,2006,9,13
"HIMACHAL PRADESH",UNA,2006,9,6
"JAMMU & KASHMIR",AWANTIPORA,2006,9,12
"JAMMU & KASHMIR",PULWAMA,2006,9,50
MAHARASHTRA,SINDHUDURG,2006,9,4
MANIPUR,"IMPHAL WEST",2006,9,29
MIZORAM,LUNGLEI,2006,9,0
ODISHA,NUAPADA,2006,9,3
PUNJAB,FARIDKOT,2006,9,5
"TAMIL NADU",DHARMAPURI,2006,9,11
"TAMIL NADU","MADURAI URBAN",2006,9,7
"TAMIL NADU",NAGAPATTINAM,2006,9,14
"UTTAR PRADESH",FATEHGARH,2006,9,24
"UTTAR PRADESH",FATEHPUR,2006,9,20
"UTTAR PRADESH","KUSHI NAGAR",2006,9,17
UTTARAKHAND,NAINITAL,2006,9,17
UTTARAKHAND,"TEHRI GARHWAL",2006,9,9
PUDUCHERRY,TOTAL,2006,9,13
BIHAR,GOPALGANJ,2007,9,14
"HIMACHAL PRADESH",KINNAUR,2007,9,1
"HIMACHAL PRADESH",UNA,2007,9,9
"JAMMU & KASHMIR",KULGAM,2007,9,43
MAHARASHTRA,HINGOLI,2007,9,7
MAHARASHTRA,SINDHUDURG,2007,9,2
MIZORAM,LUNGLEI,2007,9,0
ODISHA,BOUDH,2007,9,4
"TAMIL NADU","MADURAI RURAL",2007,9,30
"TAMIL NADU",THIRUVARUR,2007,9,30
"UTTAR PRADESH",AURAIYA,2007,9,26
"UTTAR PRADESH","KUSHI NAGAR",2007,9,25
"UTTAR PRADESH","SANT KABIRNAGAR",2007,9,20
UTTARAKHAND,PITHORAGARH,2007,9,9
PUDUCHERRY,TOTAL,2007,9,14
BIHAR,SHEIKHPURA,2008,9,14
GUJARAT,BHAVNAGAR,2008,9,80
GUJARAT,MEHSANA,2008,9,48
"JAMMU & KASHMIR",RAMBAN,2008,9,14
MANIPUR,"IMPHAL EAST",2008,9,24
MANIPUR,THOUBAL,2008,9,21
MIZORAM,KOLASIB,2008,9,1
SIKKIM,SOUTH,2008,9,1
"TAMIL NADU","COIMBATORE URBAN",2008,9,7
"UTTAR PRADESH",HAMIRPUR,2008,9,19
"UTTAR PRADESH",MAINPURI,2008,9,65
"UTTAR PRADESH","SANT KABIRNAGAR",2008,9,40
UTTARAKHAND,NAINITAL,2008,9,22
"ARUNACHAL PRADESH","SIANG EAST",2009,9,3
GUJARAT,"AHMEDABAD RURAL",2009,9,38
GUJARAT,BHAVNAGAR,2009,9,64
HARYANA,FATEHABAD,2009,9,34
"HIMACHAL PRADESH",HAMIRPUR,2009,9,14
"JAMMU & KASHMIR",KATHUA,2009,9,23
"JAMMU & KASHMIR",KULGAM,2009,9,50
"JAMMU & KASHMIR",REASI,2009,9,13
KARNATAKA,K.G.F.,2009,9,0
KARNATAKA,"UTTAR KANNADA",2009,9,10
MANIPUR,THOUBAL,2009,9,23
MIZORAM,MAMIT,2009,9,0
ODISHA,GAJAPATI,2009,9,7
"TAMIL NADU","COIMBATORE URBAN",2009,9,9
"TAMIL NADU",THENI,2009,9,40
"UTTAR PRADESH",BALLIA,2009,9,25
"UTTAR PRADESH",DEORIA,2009,9,38
"UTTAR PRADESH","KUSHI NAGAR",2009,9,18
"UTTAR PRADESH",SIDHARTHNAGAR,2009,9,29
"ARUNACHAL PRADESH",LOHIT,2010,9,3
BIHAR,SITAMARHI,2010,9,40
CHHATTISGARH,DANTEWARA,2010,9,6
GUJARAT,BHARUCH,2010,9,23
"HIMACHAL PRADESH",UNA,2010,9,13
"JAMMU & KASHMIR",SHOPIAN,2010,9,45
"JAMMU & KASHMIR",SOPORE,2010,9,34
JHARKHAND,JAMTARA,2010,9,7
KARNATAKA,BAGALKOT,2010,9,6
KARNATAKA,CBPURA,2010,9,18
MAHARASHTRA,SINDHUDURG,2010,9,4
MANIPUR,THOUBAL,2010,9,25
MIZORAM,LUNGLEI,2010,9,0
SIKKIM,SOUTH,2010,9,1
"TAMIL NADU",DINDIGUL,2010,9,43
"TAMIL NADU",NAGAPATTINAM,2010,9,31
"UTTAR PRADESH",GONDA,2010,9,67
"UTTAR PRADESH",JHANSI,2010,9,32
"UTTAR PRADESH",MAHOBA,2010,9,15
"UTTAR PRADESH",VARANASI,2010,9,71
BIHAR,BHABHUA,2011,9,36
GUJARAT,MEHSANA,2011,9,63
GUJARAT,"VADODARA COMMR.",2011,9,44
GUJARAT,VALSAD,2011,9,19
"JAMMU & KASHMIR",GANDERBAL,2011,9,30
KARNATAKA,YADGIRI,2011,9,0
NAGALAND,DIMAPUR,2011,9,1
"TAMIL NADU","COIMBATORE URBAN",2011,9,10
"TAMIL NADU",TIRUPPUR,2011,9,43
"UTTAR PRADESH",SIDHARTHNAGAR,2011,9,42
UTTARAKHAND,PITHORAGARH,2011,9,4
BIHAR,BHOJPUR,2012,9,69
BIHAR,MUNGER,2012,9,49
GUJARAT,ANAND,2012,9,53
"HIMACHAL PRADESH",SOLAN,2012,9,8
"JAMMU & KASHMIR",GANDERBAL,2012,9,32
"JAMMU & KASHMIR",POONCH,2012,9,41
KARNATAKA,CHAMARAJNAGAR,2012,9,8
KARNATAKA,YADGIRI,2012,9,20
MAHARASHTRA,SINDHUDURG,2012,9,5
MIZORAM,KOLASIB,2012,9,0
NAGALAND,DIMAPUR,2012,9,5
SIKKIM,WEST,2012,9,1
"TAMIL NADU","COIMBATORE RURAL",2012,9,32
"TAMIL NADU",NILGIRIS,2012,9,7
"TAMIL NADU",RAMNATHAPURAM,2012,9,35
"UTTAR PRADESH",ETAWAH,2012,9,64
"UTTAR PRADESH",GHAZIPUR,2012,9,53
"UTTAR PRADESH",MAU,2012,9,81
"ANDHRA PRADESH",SRIKAKULAM,2001,8,12
"ANDHRA PRADESH",VIZIANAGARAM,2001,8,2
BIHAR,BUXAR,2001,8,1
GOA,"SOUTH GOA",2001,8,5
GUJARAT,NARMADA,2001,8,8
"JAMMU & KASHMIR",SRINAGAR,2001,8,102
KARNATAKA,BELGAUM,2001,8,12
KARNATAKA,CHICKMAGALUR,2001,8,7
ODISHA,DEOGARH,2001,8,4
ODISHA,SONEPUR,2001,8,4
PUNJAB,BATALA,2001,8,4
PUNJAB,KAPURTHALA,2001,8,9
SIKKIM,TOTAL,2001,8,2
"TAMIL NADU",NILGIRIS,2001,8,5
"TAMIL NADU","SALEM RURAL",2001,8,29
"UTTAR PRADESH",BALRAMPUR,2001,8,19
"UTTAR PRADESH","CHITRAKOOT DHAM",2001,8,3
"UTTAR PRADESH",KANNAUJ,2001,8,19
UTTARAKHAND,UTTARKASHI,2001,8,3
"ANDHRA PRADESH",VISAKHAPATNAM,2002,8,10
BIHAR,SIWAN,2002,8,26
GUJARAT,ANAND,2002,8,33
"JAMMU & KASHMIR",REASI,2002,8,11
KARNATAKA,BIDAR,2002,8,13
MAHARASHTRA,"AURANGABAD COMMR.",2002,8,12
ODISHA,GAJAPATI,2002,8,3
PUNJAB,MUKTSAR,2002,8,1
PUNJAB,"NAWAN SHAHR",2002,8,11
"TAMIL NADU","SALEM URBAN",2002,8,3
"UTTAR PRADESH","CHITRAKOOT DHAM",2002,8,2
"UTTAR PRADESH",JAUNPUR,2002,8,15
DELHI,"NEW DELHI",2002,8,12
BIHAR,MADHEPURA,2003,8,5
BIHAR,SHEOHAR,2003,8,3
CHHATTISGARH,BIZAPUR,2003,8,2
GUJARAT,"VADODARA COMMR.",2003,8,31
"HIMACHAL PRADESH",KANGRA,2003,8,6
"HIMACHAL PRADESH",SIRMAUR,2003,8,14
"JAMMU & KASHMIR",GANDERBAL,2003,8,45
"JAMMU & KASHMIR",REASI,2003,8,5
KARNATAKA,"MYSORE COMMR.",2003,8,7
MAHARASHTRA,"AURANGABAD COMMR.",2003,8,13
MAHARASHTRA,JALNA,2003,8,14
MAHARASHTRA,SINDHUDURG,2003,8,4
MANIPUR,THOUBAL,2003,8,26
"TAMIL NADU",PUDUKOTTAI,2003,8,14
"WEST BENGAL",ASANSOL,2003,8,11
DELHI,"NEW DELHI",2003,8,16
GUJARAT,GANDHINAGAR,2004,8,11
GUJARAT,JAMNAGAR,2004,8,27
GUJARAT,"KHEDA NORTH",2004,8,22
"HIMACHAL PRADESH",KINNAUR,2004,8,3
"JAMMU & KASHMIR",AWANTIPORA,2004,8,10
KARNATAKA,BIDAR,2004,8,16
KARNATAKA,BIJAPUR,2004,8,11
KARNATAKA,DAVANAGERE,2004,8,7
KARNATAKA,KODAGU,2004,8,1
KARNATAKA,KOPPAL,2004,8,4
PUNJAB,BATALA,2004,8,5
PUNJAB,KHANNA,2004,8,7
PUNJAB,MANSA,2004,8,2
PUNJAB,ROPAR,2004,8,8
"TAMIL NADU","MADURAI URBAN",2004,8,23
"UTTAR PRADESH",MAHARAJGANJ,2004,8,11
"UTTAR PRADESH",MAINPURI,2004,8,36
DELHI,"NEW DELHI",2004,8,11
ASSAM,"KARBI ANGLONG",2005,8,15
ASSAM,R.P.O.,2005,8,5
BIHAR,BAGAHA,2005,8,13
GUJARAT,BHARUCH,2005,8,15
HARYANA,PANCHKULA,2005,8,13
"HIMACHAL PRADESH",BILASPUR,2005,8,6
"HIMACHAL PRADESH",MANDI,2005,8,8
KARNATAKA,KOPPAL,2005,8,8
KARNATAKA,"MYSORE COMMR.",2005,8,14
KARNATAKA,RAICHUR,2005,8,6
ODISHA,DHENKANAL,2005,8,9
RAJASTHAN,RAJSAMAND,2005,8,37
SIKKIM,EAST,2005,8,1
"UTTAR PRADESH","KANPUR DEHAT",2005,8,44
"UTTAR PRADESH",SONBHADRA,2005,8,5
"UTTAR PRADESH",VARANASI,2005,8,19
BIHAR,NAUGACHIA,2006,8,4
GOA,"NORTH GOA",2006,8,5
"JAMMU & KASHMIR",HANDWARA,2006,8,23
KARNATAKA,BIDAR,2006,8,13
MIZORAM,KOLASIB,2006,8,0
NAGALAND,KOHIMA,2006,8,0
PUNJAB,"NAWAN SHAHR",2006,8,6
PUNJAB,ROPAR,2006,8,7
"TAMIL NADU","COIMBATORE URBAN",2006,8,3
"TAMIL NADU",PUDUKOTTAI,2006,8,25
"TAMIL NADU",THANJAVUR,2006,8,55
"UTTAR PRADESH",BALRAMPUR,2006,8,11
"UTTAR PRADESH",GHAZIPUR,2006,8,11
"UTTAR PRADESH",HAMIRPUR,2006,8,5
"UTTAR PRADESH",JHANSI,2006,8,6
"UTTAR PRADESH",SONBHADRA,2006,8,3
UTTARAKHAND,PITHORAGARH,2006,8,3
PUDUCHERRY,PONDICHERRY,2006,8,8
"ARUNACHAL PRADESH","PAPUM PARE",2007,8,8
"ARUNACHAL PRADESH","SIANG EAST",2007,8,3
BIHAR,ARWAL,2007,8,0
CHHATTISGARH,DANTEWARA,2007,8,2
GUJARAT,BHARUCH,2007,8,14
GUJARAT,DAHOD,2007,8,32
GUJARAT,"VADODARA COMMR.",2007,8,37
GUJARAT,VALSAD,2007,8,2
"HIMACHAL PRADESH",SOLAN,2007,8,16
KARNATAKA,HAVERI,2007,8,6
MEGHALAYA,"KHASI HILLS WEST",2007,8,0
MIZORAM,SERCHHIP,2007,8,0
ODISHA,GAJAPATI,2007,8,9
SIKKIM,EAST,2007,8,5
"TAMIL NADU",RAMNATHAPURAM,2007,8,18
"TAMIL NADU",VIRUDHUNAGAR,2007,8,38
"UTTAR PRADESH",HAMIRPUR,2007,8,7
"UTTAR PRADESH",JALAUN,2007,8,19
"UTTAR PRADESH",MAU,2007,8,26
BIHAR,BHABHUA,2008,8,19
BIHAR,NAUGACHIA,2008,8,6
GUJARAT,AMRELI,2008,8,58
GUJARAT,GANDHINAGAR,2008,8,35
GUJARAT,"KHEDA NORTH",2008,8,39
GUJARAT,PANCHMAHAL,2008,8,53
"HIMACHAL PRADESH",HAMIRPUR,2008,8,12
"JAMMU & KASHMIR",BUDGAM,2008,8,60
JHARKHAND,KHUNTI,2008,8,2
MAHARASHTRA,SINDHUDURG,2008,8,2
MIZORAM,LAWNGTLAI,2008,8,0
MIZORAM,LUNGLEI,2008,8,0
ODISHA,GAJAPATI,2008,8,3
"TAMIL NADU",KANYAKUMARI,2008,8,42
"TAMIL NADU","THIRUNELVELI URBAN",2008,8,12
"UTTAR PRADESH",SAHARANPUR,2008,8,25
PUDUCHERRY,TOTAL,2008,8,9
"ARUNACHAL PRADESH",CHANGLANG,2009,8,6
"ARUNACHAL PRADESH",LOHIT,2009,8,2
BIHAR,BAGAHA,2009,8,34
BIHAR,JEHANABAD,2009,8,9
BIHAR,KHAGARIA,2009,8,28
BIHAR,SITAMARHI,2009,8,81
GUJARAT,AMRELI,2009,8,50
GUJARAT,"RAJKOT COMMR.",2009,8,38
"HIMACHAL PRADESH",SOLAN,2009,8,6
"JAMMU & KASHMIR",ANANTNAG,2009,8,81
KARNATAKA,BAGALKOT,2009,8,9
KARNATAKA,CHAMARAJNAGAR,2009,8,7
MAHARASHTRA,SINDHUDURG,2009,8,3
MANIPUR,"IMPHAL WEST",2009,8,30
MEGHALAYA,"GARO HILLS WEST",2009,8,13
SIKKIM,SOUTH,2009,8,2
"UTTAR PRADESH",BALRAMPUR,2009,8,23
"UTTAR PRADESH",KANNAUJ,2009,8,48
"UTTAR PRADESH",SHRAWASTI,2009,8,23
"ARUNACHAL PRADESH","SIANG EAST",2010,8,5
BIHAR,JEHANABAD,2010,8,11
BIHAR,NAUGACHIA,2010,8,21
GUJARAT,"AHMEDABAD RURAL",2010,8,41
GUJARAT,BHAVNAGAR,2010,8,58
GUJARAT,KUTCH,2010,8,31
GUJARAT,MEHSANA,2010,8,58
"JAMMU & KASHMIR",PULWAMA,2010,8,31
"JAMMU & KASHMIR",REASI,2010,8,12
KARNATAKA,BIDAR,2010,8,19
KARNATAKA,"DHARWAD RURAL",2010,8,11
MIZORAM,KOLASIB,2010,8,0
"TAMIL NADU","TRICHY RURAL",2010,8,24
"UTTAR PRADESH",BASTI,2010,8,30
"UTTAR PRADESH",SIDHARTHNAGAR,2010,8,38
"ARUNACHAL PRADESH","SIANG EAST",2011,8,4
BIHAR,MADHEPURA,2011,8,67
BIHAR,SAHARSA,2011,8,41
BIHAR,SITAMARHI,2011,8,49
CHHATTISGARH,DANTEWARA,2011,8,7
GUJARAT,BHAVNAGAR,2011,8,88
GUJARAT,"KUTCH (EAST(G))",2011,8,17
"HIMACHAL PRADESH",BADDIPOLICEDIST,2011,8,15
"HIMACHAL PRADESH",BILASPUR,2011,8,3
"JAMMU & KASHMIR",BUDGAM,2011,8,100
"JAMMU & KASHMIR",SHOPIAN,2011,8,29
MEGHALAYA,"GARO HILLS WEST",2011,8,9
ODISHA,MALKANGIR,2011,8,10
PUNJAB,FARIDKOT,2011,8,6
PUNJAB,LUDHIANA,2011,8,10
PUNJAB,"SBS NAGAR",2011,8,6
"TAMIL NADU",KARUR,2011,8,56
"TAMIL NADU",NAMAKKAL,2011,8,55
"UTTAR PRADESH",CHANDOLI,2011,8,19
"UTTAR PRADESH",DEORIA,2011,8,53
BIHAR,JEHANABAD,2012,8,41
GUJARAT,"KUTCH (WEST-BHUJ)",2012,8,17
"HIMACHAL PRADESH",HAMIRPUR,2012,8,2
"HIMACHAL PRADESH",UNA,2012,8,7
"JAMMU & KASHMIR",SAMBA,2012,8,9
JHARKHAND,KHUNTI,2012,8,10
JHARKHAND,KODERMA,2012,8,22
"TAMIL NADU",ERODE,2012,8,23
"TAMIL NADU",TIRUPPUR,2012,8,38
UTTARAKHAND,BAGESHWAR,2012,8,1
"A & N ISLANDS",SOUTH,2012,8,6
BIHAR,NAUGACHIA,2001,7,9
"JAMMU & KASHMIR",BUDGAM,2001,7,34
"JAMMU & KASHMIR",DODA,2001,7,15
"JAMMU & KASHMIR",PULWAMA,2001,7,33
"JAMMU & KASHMIR",REASI,2001,7,9
KARNATAKA,BIDAR,2001,7,10
MAHARASHTRA,LATUR,2001,7,22
MAHARASHTRA,SINDHUDURG,2001,7,2
MANIPUR,IMPHAL(EAST),2001,7,6
MANIPUR,IMPHAL(WEST),2001,7,37
MEGHALAYA,"JAINTIA HILLS",2001,7,4
MIZORAM,CHAMPHAI,2001,7,0
SIKKIM,EAST,2001,7,1
"TAMIL NADU",NAMAKKAL,2001,7,16
"TAMIL NADU",THIRUVARUR,2001,7,26
"UTTAR PRADESH",DEORIA,2001,7,33
"UTTAR PRADESH","KUSHI NAGAR",2001,7,20
UTTARAKHAND,"PAURI GARHWAL",2001,7,7
UTTARAKHAND,PITHORAGARH,2001,7,0
"WEST BENGAL","HOWRAH CITY",2001,7,10
BIHAR,JEHANABAD,2002,7,9
CHHATTISGARH,BIZAPUR,2002,7,2
GUJARAT,"AHMEDABAD RURAL",2002,7,11
GUJARAT,BHARUCH,2002,7,23
GUJARAT,GANDHINAGAR,2002,7,19
GUJARAT,NARMADA,2002,7,2
HARYANA,FATEHABAD,2002,7,15
HARYANA,KAITHAL,2002,7,4
"JAMMU & KASHMIR",GANDERBAL,2002,7,39
"JAMMU & KASHMIR",JAMMU,2002,7,56
"JAMMU & KASHMIR",KULGAM,2002,7,39
"JAMMU & KASHMIR",RAMBAN,2002,7,6
KARNATAKA,"MYSORE COMMR.",2002,7,5
MEGHALAYA,"KHASI HILLS WEST",2002,7,0
MIZORAM,SAIHA,2002,7,1
ODISHA,DEOGARH,2002,7,5
PUNJAB,KHANNA,2002,7,4
"TAMIL NADU","MADURAI URBAN",2002,7,12
"UTTAR PRADESH",AZAMGARH,2002,7,7
"UTTAR PRADESH",BALLIA,2002,7,14
"UTTAR PRADESH","KUSHI NAGAR",2002,7,15
"UTTAR PRADESH",MIRZAPUR,2002,7,11
BIHAR,LAKHISARAI,2003,7,4
BIHAR,MUNGER,2003,7,7
GUJARAT,KUTCH,2003,7,23
GUJARAT,MEHSANA,2003,7,52
HARYANA,FATEHABAD,2003,7,7
"JAMMU & KASHMIR",UDHAMPUR,2003,7,4
"MADHYA PRADESH",BURHANPUR,2003,7,0
MAHARASHTRA,DHULE,2003,7,5
PUNJAB,KHANNA,2003,7,3
"TAMIL NADU","MADURAI URBAN",2003,7,16
"TAMIL NADU",NAMAKKAL,2003,7,22
"TAMIL NADU","TRICHY RURAL",2003,7,9
"UTTAR PRADESH","AMBEDKAR NAGAR",2003,7,15
"UTTAR PRADESH",FATEHGARH,2003,7,9
"UTTAR PRADESH",MAINPURI,2003,7,19
"UTTAR PRADESH",VARANASI,2003,7,7
UTTARAKHAND,"PAURI GARHWAL",2003,7,14
BIHAR,NAUGACHIA,2004,7,4
BIHAR,SIWAN,2004,7,39
GUJARAT,PANCHMAHAL,2004,7,28
HARYANA,JIND,2004,7,6
"JAMMU & KASHMIR",HANDWARA,2004,7,30
"JAMMU & KASHMIR",RAMBAN,2004,7,12
KARNATAKA,CHAMARAJNAGAR,2004,7,2
KARNATAKA,CHICKMAGALUR,2004,7,7
KERALA,"ERNAKULAM COMMR.",2004,7,8
"MADHYA PRADESH","JABALPUR RLY.",2004,7,0
MANIPUR,IMPHAL(EAST),2004,7,16
ODISHA,BOUDH,2004,7,4
PUNJAB,MUKTSAR,2004,7,7
RAJASTHAN,RAJSAMAND,2004,7,27
"TAMIL NADU",NAMAKKAL,2004,7,18
"TAMIL NADU",THIRUVARUR,2004,7,8
"UTTAR PRADESH",BASTI,2004,7,21
"UTTAR PRADESH",JALAUN,2004,7,13
"D & N HAVELI","D and N HAVELI",2004,7,7
"D & N HAVELI",TOTAL,2004,7,7
GUJARAT,"AHMEDABAD RURAL",2005,7,26
GUJARAT,ANAND,2005,7,20
GUJARAT,"RAJKOT COMMR.",2005,7,33
"JAMMU & KASHMIR",AWANTIPORA,2005,7,9
"JAMMU & KASHMIR",DODA,2005,7,14
"JAMMU & KASHMIR",POONCH,2005,7,14
"JAMMU & KASHMIR",PULWAMA,2005,7,36
KARNATAKA,CHAMARAJNAGAR,2005,7,5
KARNATAKA,UDUPI,2005,7,2
KERALA,"ERNAKULAM COMMR.",2005,7,1
MANIPUR,THOUBAL,2005,7,14
NAGALAND,DIMAPUR,2005,7,0
ODISHA,BOUDH,2005,7,2
ODISHA,MALKANGIR,2005,7,6
"TAMIL NADU",DHARMAPURI,2005,7,23
"UTTAR PRADESH",DEORIA,2005,7,17
"UTTAR PRADESH",FATEHPUR,2005,7,18
UTTARAKHAND,BAGESHWAR,2005,7,0
UTTARAKHAND,NAINITAL,2005,7,16
UTTARAKHAND,"PAURI GARHWAL",2005,7,4
UTTARAKHAND,PITHORAGARH,2005,7,0
UTTARAKHAND,UTTARKASHI,2005,7,5
"ARUNACHAL PRADESH","SIANG EAST",2006,7,4
GUJARAT,BHARUCH,2006,7,6
"JAMMU & KASHMIR",REASI,2006,7,10
KARNATAKA,"UTTAR KANNADA",2006,7,0
ODISHA,GAJAPATI,2006,7,4
"TAMIL NADU","SALEM URBAN",2006,7,13
"TAMIL NADU",THIRUVARUR,2006,7,15
"TAMIL NADU",VIRUDHUNAGAR,2006,7,24
"UTTAR PRADESH",LALITPUR,2006,7,10
"UTTAR PRADESH",MAU,2006,7,23
UTTARAKHAND,CHAMOLI,2006,7,0
"ARUNACHAL PRADESH",CHANGLANG,2007,7,2
ASSAM,BASKA,2007,7,13
BIHAR,JEHANABAD,2007,7,18
BIHAR,NAUGACHIA,2007,7,4
GUJARAT,AMRELI,2007,7,49
HARYANA,FATEHABAD,2007,7,8
"HIMACHAL PRADESH",SIRMAUR,2007,7,9
"JAMMU & KASHMIR",REASI,2007,7,10
KARNATAKA,"DHARWAD RURAL",2007,7,3
KARNATAKA,K.G.F.,2007,7,6
MAHARASHTRA,"AMRAVATI COMMR.",2007,7,14
MAHARASHTRA,"NASIK COMMR.",2007,7,17
MANIPUR,"IMPHAL WEST",2007,7,37
MEGHALAYA,RI-BHOI,2007,7,1
PUNJAB,BARNALA,2007,7,3
PUNJAB,MOGA,2007,7,14
PUNJAB,ROPAR,2007,7,5
RAJASTHAN,JALORE,2007,7,24
"TAMIL NADU",THIRUVALLUR,2007,7,12
UTTARAKHAND,"PAURI GARHWAL",2007,7,11
"D & N HAVELI","D and N HAVELI",2007,7,6
"D & N HAVELI",TOTAL,2007,7,6
DELHI,"NEW DELHI",2007,7,9
"ARUNACHAL PRADESH","PAPUM PARE",2008,7,10
BIHAR,SHEOHAR,2008,7,11
GUJARAT,NARMADA,2008,7,7
GUJARAT,"VADODARA COMMR.",2008,7,30
KARNATAKA,BIDAR,2008,7,17
KARNATAKA,CBPURA,2008,7,13
MEGHALAYA,RI-BHOI,2008,7,2
MIZORAM,CHAMPHAI,2008,7,0
"TAMIL NADU",THANJAVUR,2008,7,29
"TAMIL NADU",THENI,2008,7,32
"UTTAR PRADESH",BASTI,2008,7,18
"UTTAR PRADESH",JHANSI,2008,7,18
PUDUCHERRY,PUDUCHERRY,2008,7,8
ASSAM,R.P.O.,2009,7,0
GUJARAT,GANDHINAGAR,2009,7,28
GUJARAT,TAPI,2009,7,4
"JAMMU & KASHMIR",GANDERBAL,2009,7,25
MANIPUR,"IMPHAL EAST",2009,7,36
MIZORAM,KOLASIB,2009,7,0
NAGALAND,DIMAPUR,2009,7,4
ODISHA,BOUDH,2009,7,1
ODISHA,JHARSUGUDA,2009,7,6
PUNJAB,"FATEHGARH SAHIB",2009,7,4
"TAMIL NADU","COIMBATORE RURAL",2009,7,24
"TAMIL NADU",DHARMAPURI,2009,7,30
"TAMIL NADU",KARUR,2009,7,10
"TAMIL NADU",NAGAPATTINAM,2009,7,36
ASSAM,R.P.O.,2010,7,2
BIHAR,SAHARSA,2010,7,17
GUJARAT,NARMADA,2010,7,4
GUJARAT,"VADODARA COMMR.",2010,7,30
"JAMMU & KASHMIR",ANANTNAG,2010,7,71
"JAMMU & KASHMIR",BARAMULLA,2010,7,55
"JAMMU & KASHMIR",BUDGAM,2010,7,67
KARNATAKA,K.G.F.,2010,7,14
KARNATAKA,"MYSORE COMMR.",2010,7,18
ODISHA,BOUDH,2010,7,7
PUNJAB,KHANNA,2010,7,10
"TAMIL NADU",NILGIRIS,2010,7,6
"TAMIL NADU",PUDUKOTTAI,2010,7,48
"TAMIL NADU",THANJAVUR,2010,7,42
"UTTAR PRADESH",KANNAUJ,2010,7,43
"UTTAR PRADESH",LALITPUR,2010,7,9
DELHI,NORTH,2010,7,88
BIHAR,MUNGER,2011,7,56
BIHAR,NAUGACHIA,2011,7,20
GUJARAT,NARMADA,2011,7,4
JHARKHAND,KODERMA,2011,7,19
KARNATAKA,BIJAPUR,2011,7,21
KARNATAKA,"DHARWAD COMMR.",2011,7,18
MAHARASHTRA,RAIGAD,2011,7,5
MIZORAM,KOLASIB,2011,7,0
PUNJAB,KHANNA,2011,7,8
SIKKIM,EAST,2011,7,5
"TAMIL NADU","MADURAI URBAN",2011,7,18
"TAMIL NADU",PERAMBALUR,2011,7,25
"TAMIL NADU",PUDUKOTTAI,2011,7,41
"TAMIL NADU","THIRUNELVELI URBAN",2011,7,13
"UTTAR PRADESH",BALLIA,2011,7,64
"UTTAR PRADESH",BASTI,2011,7,28
"UTTAR PRADESH",JALAUN,2011,7,47
PUDUCHERRY,PUDUCHERRY,2011,7,9
PUDUCHERRY,TOTAL,2011,7,9
"ARUNACHAL PRADESH","PAPUM PARE",2012,7,15
CHHATTISGARH,DANTEWARA,2012,7,1
GUJARAT,NARMADA,2012,7,5
GUJARAT,PATAN,2012,7,31
"JAMMU & KASHMIR",BUDGAM,2012,7,73
"JAMMU & KASHMIR",RAMBAN,2012,7,22
"JAMMU & KASHMIR",SOPORE,2012,7,34
KARNATAKA,KOPPAL,2012,7,0
KARNATAKA,"UTTAR KANNADA",2012,7,10
MIZORAM,LAWNGTLAI,2012,7,1
MIZORAM,SERCHHIP,2012,7,0
"TAMIL NADU","TRICHY URBAN",2012,7,13
"UTTAR PRADESH",BASTI,2012,7,55
"UTTAR PRADESH","PRABUDDH NAGAR",2012,7,62
PUDUCHERRY,PUDUCHERRY,2012,7,14
BIHAR,JEHANABAD,2001,6,5
GUJARAT,PORBANDAR,2001,6,5
HARYANA,PANCHKULA,2001,6,15
"HIMACHAL PRADESH",KINNAUR,2001,6,3
"JAMMU & KASHMIR",ANANTNAG,2001,6,36
"JAMMU & KASHMIR",KULGAM,2001,6,31
"JAMMU & KASHMIR",KUPWARA,2001,6,29
JHARKHAND,CHATRA,2001,6,3
KARNATAKA,BIJAPUR,2001,6,19
KARNATAKA,KOPPAL,2001,6,12
KARNATAKA,TUMKUR,2001,6,4
MIZORAM,KOLASIB,2001,6,0
NAGALAND,KOHIMA,2001,6,0
ODISHA,BOUDH,2001,6,5
PUNJAB,FARIDKOT,2001,6,7
PUNJAB,KHANNA,2001,6,1
PUNJAB,MANSA,2001,6,4
PUNJAB,ROPAR,2001,6,6
"TAMIL NADU",ARIYALUR,2001,6,14
"TAMIL NADU",KANYAKUMARI,2001,6,9
"TAMIL NADU","TRICHY RURAL",2001,6,17
"UTTAR PRADESH",GHAZIPUR,2001,6,19
"UTTAR PRADESH",JALAUN,2001,6,14
"D & N HAVELI","D and N HAVELI",2001,6,2
"D & N HAVELI",TOTAL,2001,6,2
BIHAR,SHEIKHPURA,2002,6,0
GUJARAT,"RAJKOT COMMR.",2002,6,29
"HIMACHAL PRADESH",UNA,2002,6,6
JHARKHAND,KODERMA,2002,6,4
KARNATAKA,BELGAUM,2002,6,16
KARNATAKA,K.G.F.,2002,6,0
KARNATAKA,KOPPAL,2002,6,26
